symbol,model_name,prediction_col,forecast_col,model_role,min_weight,max_weight,role_multiplier,recent_mape,directional_accuracy,observation_count,naive_recent_mape,skill_vs_naive_multiplier,direction_multiplier,price_accuracy_score,raw_score,final_weight,final_weight_pct
LOW,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.497482,0.52809,90,1.4392240230593658,1.1,1.0168539325842696,0.5722521045675124,0.6720908074,0.25469731620451685,25.4697
LOW,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.451906,0.539326,90,1.4392240230593658,1.1,1.0235955056179775,0.5875763591136288,0.7409747211,0.316702068002966,31.6702
LRCX,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.991111,0.0,90,2.9911113111661054,0.85,0.7,0.308536148251019,0.156042157,0.14524482030331415,14.5245
LRCX,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.956698,0.483146,90,2.9911113111661054,0.75,0.9898876404494381,0.10861657806829621,0.0766067233,0.07675911778315724,7.6759
LRCX,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.980339,0.561798,90,2.9911113111661054,1.1,1.0370786516853931,0.3095650332837242,0.3354902353,0.2,20.0
LRCX,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,9.9432,0.516854,90,2.9911113111661054,0.75,1.0101123595505617,0.09810461748975184,0.059458012,0.03629190840195415,3.6292
LRCX,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.13866,0.41573,90,2.9911113111661054,1.1,0.949438202247191,0.2951019047083972,0.3236090803,0.23752411333298884,23.7524
LRCX,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,3.070466,0.483146,90,2.9911113111661054,1.1,0.9898876404494381,0.3011625122221886,0.3672802039,0.30418004017858563,30.418
LULU,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.240226,0.0,90,2.2402263691221065,0.85,0.7,0.4015699184618849,0.2030939863,0.15798407545966406,15.7984
LULU,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,9.277988,0.539326,90,2.2402263691221065,0.75,1.0235955056179775,0.10495395372710739,0.0765441567,0.07069815233038307,7.0698
LULU,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.229529,0.561798,90,2.2402263691221065,1.1,1.0370786516853931,0.4033024656467337,0.4370779143,0.2,20.0
LULU,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,13.653789,0.52809,90,2.2402263691221065,0.75,1.0168539325842696,0.07192284142631758,0.0438810145,0.023331319981205086,2.3331
LULU,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.390059,0.550562,90,2.2402263691221065,0.95,1.0303370786516854,0.37877938352935026,0.3892947674,0.24698611667176118,24.6986
LULU,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.352975,0.52809,90,2.2402263691221065,0.95,1.0168539325842696,0.3841758688680244,0.4156523906,0.30100033555698663,30.1
LUV,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.447847,0.0,90,2.4478465176204947,0.85,0.7,0.37066600841400044,0.1874643338,0.14764453349587064,14.7645
LUV,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.875217,0.460674,90,2.4478465176204947,0.75,0.9764044943820225,0.10958643499622288,0.07623799,0.06971007612230404,6.971
LUV,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.461083,0.41573,90,2.4478465176204947,1.1,0.949438202247191,0.3688563319584272,0.3659655759,0.2,20.0
LUV,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,13.953943,0.460674,90,2.4478465176204947,0.75,0.9764044943820225,0.07040298766232769,0.0412450761,0.02148331972430347,2.1483
LUV,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.536108,0.460674,90,2.4478465176204947,1.1,0.9764044943820225,0.35892366788327135,0.4047751582,0.25083520638603535,25.0835
LUV,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.507918,0.483146,90,2.4478465176204947,1.1,0.9898876404494381,0.3625924052722184,0.4421965123,0.3103268642714865,31.0327
LVS,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.508523,0.011236,90,1.5085228592103574,0.85,0.7067415730337078,0.568659084960111,0.2903691492,0.16160167274786974,16.1602
LVS,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.628708,0.550562,90,1.5085228592103574,0.75,1.0303370786516854,0.20497231107990585,0.1504732827,0.08783352018465851,8.7834
LVS,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.508407,0.460674,90,1.5085228592103574,1.1,0.9764044943820225,0.5686967137363299,0.5802655385,0.2,20.0
LVS,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,17.315191,0.505618,90,1.5085228592103574,0.75,1.003370786516854,0.056930777071338305,0.0342736071,0.013172859094018824,1.3173
LVS,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.610341,0.494382,90,1.5085228592103574,0.95,0.996629213483146,0.5375359245571447,0.5343846957,0.24538761121928057,24.5388
LVS,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.594407,0.426966,90,1.5085228592103574,0.95,0.9561797752808988,0.5421797981404067,0.5516003244,0.29200433675417226,29.2004
LW,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.772794,0.011236,90,1.772794371466485,0.85,0.7067415730337078,0.49436562317257193,0.2524333633,0.15569163263665514,15.5692
LW,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.3254,0.595506,90,1.772794371466485,0.75,1.0573033707865167,0.1520820061650968,0.1145677326,0.07796850365363006,7.7969
LW,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.786385,0.460674,90,1.772794371466485,1.1,0.9764044943820225,0.49106629957984793,0.5010559123,0.2,20.0
LW,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.947356,0.539326,90,1.772794371466485,0.75,1.0235955056179775,0.07577275500352511,0.0465363909,0.019484378231237064,1.9484
LW,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.878274,0.47191,90,1.772794371466485,0.95,0.9831460674157303,0.4698642299177443,0.4607903069,0.2329288553650553,23.2929
LW,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.858456,0.426966,90,1.772794371466485,1.1,0.9561797752808988,0.47428080727045663,0.5587091858,0.3139266301134225,31.3927
LYB,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.511168,0.0,90,2.5111676868337343,0.85,0.7,0.36216561738295316,0.183165261,0.16248616877458355,16.2486
LYB,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.955663,0.561798,90,2.5111676868337343,0.75,1.0370786516853931,0.10862878231794738,0.0802678212,0.07929438928103116,7.9294
LYB,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.515066,0.483146,90,2.5111676868337343,1.1,0.9898876404494381,0.36165504272103366,0.3741077605,0.2,20.0
LYB,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,23.642437,0.483146,90,2.5111676868337343,0.75,0.9898876404494381,0.041854247935279254,0.0248586016,0.015266261977374657,1.5266
LYB,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.736357,0.47191,90,2.5111676868337343,0.95,0.9831460674157303,0.33485620313532033,0.3283895279,0.24167186537001306,24.1672
LYB,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.65316,0.47191,90,2.5111676868337343,0.95,0.9831460674157303,0.344452271026351,0.360320297,0.3012813145969976,30.1281
LYV,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.689107,0.0,90,1.689106504948976,0.85,0.7,0.5157014312766246,0.2608159989,0.1480467661693348,14.8047
LYV,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.563276,0.573034,90,1.689106504948976,0.75,1.043820224719101,0.26224170458176244,0.1950349014,0.10331813025118698,10.3318
LYV,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.692681,0.494382,90,1.689106504948976,1.1,0.996629213483146,0.514752636793761,0.5361033037,0.2,20.0
LYV,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.866418,0.606742,90,1.689106504948976,0.75,1.0640449438202246,0.2429296549051417,0.1550928426,0.05830298654711134,5.8303
LYV,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.812081,0.449438,90,1.689106504948976,0.95,0.9696629213483146,0.4849470465618528,0.4690595819,0.21633034533886744,21.633
LYV,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.776997,0.47191,90,1.689106504948976,0.95,0.9831460674157303,0.49334073422360536,0.5160676669,0.2740017716934993,27.4002
MA,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.191948,0.0,90,1.1919477223501587,0.85,0.7,0.693506418089936,0.3507408709,0.1592395890045795,15.924
MA,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,2.846967,0.505618,90,1.1919477223501587,0.75,1.003370786516854,0.3228965390338286,0.23083928,0.10189577878687466,10.1896
MA,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.195067,0.483146,90,1.1919477223501587,1.1,0.9898876404494381,0.6920094887401669,0.7158371638,0.2,20.0
MA,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.663753,0.494382,90,1.1919477223501587,0.75,0.996629213483146,0.16909735996041472,0.1011164213,0.03149309710114349,3.1493
MA,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.298407,0.382022,90,1.1919477223501587,0.95,0.9292134831460673,0.6458249917649317,0.5986090169,0.22643907338479957,22.6439
MA,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.260264,0.359551,90,1.1919477223501587,0.95,0.9157303370786516,0.6621359887817921,0.645143645,0.2809324617226028,28.0932
MAA,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,0.943616,0.0,90,0.9436159628664961,0.85,0.7,0.8377904042088018,0.4237124969,0.15365709192675187,15.3657
MAA,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,2.346632,0.561798,90,0.9436159628664961,0.75,1.0370786516853931,0.3851142434577024,0.2845680542,0.09961677357302855,9.9617
MAA,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,0.943019,0.539326,90,0.9436159628664961,1.1,1.0235955056179775,0.8382099064199621,0.8965973482,0.2,20.0
MAA,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.603646,0.573034,90,0.9436159628664961,0.75,1.043820224719101,0.25949448753317744,0.1625193566,0.03975876096739697,3.9759
MAA,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.018815,0.426966,90,0.9436159628664961,0.95,0.9561797752808988,0.788136713921502,0.751716385,0.22390001473188803,22.39
MAA,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,0.99294,0.449438,90,0.9436159628664961,0.95,0.9696629213483146,0.804544287810687,0.8300655174,0.28306735880093453,28.3067
MAR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.386078,0.0,90,1.386078281732527,0.85,0.7,0.6112176973225565,0.3091233504,0.15600216829623734,15.6002
MAR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.923926,0.573034,90,1.386078281732527,0.75,1.043820224719101,0.23958258467841298,0.1781828175,0.09110106202952645,9.1101
MAR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.395914,0.494382,90,1.386078281732527,1.1,0.996629213483146,0.6075653113514023,0.6327656186,0.2,20.0
MAR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.196953,0.550562,90,1.386078281732527,0.75,1.0303370786516854,0.1835888836035765,0.1134950604,0.03891884090041167,3.8919
MAR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.531316,0.483146,90,1.386078281732527,0.95,0.9898876404494381,0.5613827272635363,0.5543165587,0.23008191088448746,23.0082
MAR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.485148,0.449438,90,1.386078281732527,0.95,0.9696629213483146,0.5763196002739622,0.5946012351,0.28389601788933705,28.3896
MAS,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.788297,0.0,90,1.7882968012930298,0.85,0.7,0.4906056857694287,0.2481238256,0.15628368099140727,15.6284
MAS,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.511365,0.52809,90,1.7882968012930298,0.75,1.0168539325842696,0.128843313390808,0.0933480663,0.0699855841241318,6.9986
MAS,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.792527,0.47191,90,1.7882968012930298,1.1,0.9831460674157303,0.4895895357943203,0.502998238,0.2,20.0
MAS,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.540544,0.595506,90,1.7882968012930298,0.75,1.0573033707865167,0.1283607431828749,0.0814297479,0.03488038008958172,3.488
MAS,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.938099,0.539326,90,1.7882968012930298,0.95,1.0235955056179775,0.45701772244625366,0.4666317835,0.23988142411940147,23.9881
MAS,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.88052,0.539326,90,1.7882968012930298,0.95,1.0235955056179775,0.4693689759973277,0.5111923887,0.2989689306754777,29.8969
MCD,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,0.846512,0.0,90,0.8465124427746931,0.85,0.7,0.9119823551381951,0.4612350761,0.15109679535193762,15.1097
MCD,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.905004,0.449438,90,0.8465124427746931,0.75,0.9696629213483146,0.24067362950510024,0.16627776,0.0664459459843151,6.6446
MCD,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,0.847921,0.483146,90,0.8465124427746931,1.1,0.9898876404494381,0.9108123983779239,0.942174023,0.2,20.0
MCD,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.154139,0.449438,90,0.8465124427746931,0.75,0.9696629213483146,0.1850433508100283,0.1076578057,0.023597206092781767,2.3597
MCD,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,0.894593,0.561798,90,0.8465124427746931,0.95,1.0370786516853931,0.8736730162554788,0.9038024646,0.238101873724457,23.8102
MCD,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,0.88296,0.516854,90,0.8465124427746931,1.1,1.0101123595505617,0.8826440433418676,1.0984138177,0.32075817884650853,32.0758
MCHP,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.026689,0.0,90,2.0266891462191903,0.85,0.7,0.43923431605085894,0.2221427553,0.14485607874146908,14.4856
MCHP,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,10.693416,0.449438,90,2.0266891462191903,0.75,0.9696629213483146,0.09137914937018801,0.0631324682,0.05695788285594891,5.6958
MCHP,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.029624,0.426966,90,2.0266891462191903,1.1,0.9561797752808988,0.43866883223867476,0.4383213474,0.2,20.0
MCHP,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.071522,0.561798,90,2.0266891462191903,0.75,1.0370786516853931,0.08115880371910694,0.0505008376,0.021564112790011566,2.1564
MCHP,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.039019,0.539326,90,2.0266891462191903,1.1,1.0235955056179775,0.4368683278556054,0.5164888078,0.26054333008928443,26.0543
MCHP,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.015926,0.52809,90,2.0266891462191903,1.1,1.0168539325842696,0.44132072134092154,0.552870732,0.31607859552328604,31.6079
MCK,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.359249,0.0,90,1.359248784368312,0.85,0.7,0.6214079573734373,0.3142770744,0.15171276547285706,15.1713
MCK,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.018311,0.438202,90,1.359248784368312,0.75,0.9629213483146066,0.1595326091844242,0.1094523655,0.06542320993610667,6.5423
MCK,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.364224,0.505618,90,1.359248784368312,1.1,1.003370786516854,0.6194925922158632,0.6495519041,0.2,20.0
MCK,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.352764,0.47191,90,1.359248784368312,0.75,0.9831460674157303,0.11624170577395061,0.0685695455,0.022191876758954662,2.2192
MCK,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.433946,0.516854,90,1.359248784368312,0.95,1.0101123595505617,0.5938431717167082,0.5983487066,0.23364982880217083,23.365
MCK,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.402212,0.539326,90,1.359248784368312,1.1,1.0235955056179775,0.6052493832363236,0.7632616357,0.32702231902991075,32.7022
MCO,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.518624,0.0,90,1.5186237603866648,0.85,0.7,0.5654113794000909,0.2859568051,0.14994397066672221,14.9944
MCO,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.536097,0.483146,90,1.5186237603866648,0.75,0.9898876404494381,0.2089385169645042,0.1473632796,0.08150453155102769,8.1505
MCO,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.524345,0.47191,90,1.5186237603866648,1.1,0.9831460674157303,0.5635882225303261,0.5790235741,0.2,20.0
MCO,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.794811,0.483146,90,1.5186237603866648,0.75,0.9898876404494381,0.1243037300702551,0.0738280356,0.025803432180916474,2.5803
MCO,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.59621,0.494382,90,1.5186237603866648,0.95,0.996629213483146,0.5416502364246244,0.538474888,0.22820086615906326,22.8201
MCO,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.554906,0.47191,90,1.5186237603866648,1.1,0.9831460674157303,0.5540453754857543,0.6710796795,0.31454719944227044,31.4547
MDLZ,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.110344,0.0,90,1.110343813079045,0.85,0.7,0.7351082795286645,0.3717810124,0.14368224095047216,14.3682
MDLZ,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.614431,0.539326,90,1.110343813079045,0.75,1.0235955056179775,0.25877032061341687,0.1887242477,0.0775551732360116,7.7555
MDLZ,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.114247,0.460674,90,1.110343813079045,1.1,0.9764044943820225,0.7330051851862696,0.7479164873,0.2,20.0
MDLZ,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.544062,0.494382,90,1.110343813079045,0.75,0.996629213483146,0.17259048145286346,0.1032052295,0.02600589285874865,2.6006
MDLZ,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.14855,0.550562,90,1.110343813079045,1.1,1.0303370786516854,0.7150260788315861,0.8509091528,0.25441405996570726,25.4414
MDLZ,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.138264,0.460674,90,1.110343813079045,1.1,0.9764044943820225,0.7203241913472813,0.8664998223,0.2983426329890603,29.8343
MDT,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.107978,0.011236,90,1.1079781658428112,0.85,0.7067415730337078,0.7363888648234365,0.3760154613,0.14565386697707455,14.5654
MDT,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.078483,0.426966,90,1.1079781658428112,0.75,0.9561797752808988,0.18767067196383613,0.1278559169,0.06252502656698322,6.2525
MDT,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.10913,0.438202,90,1.1079781658428112,1.1,0.9629213483146066,0.7357648541453147,0.7403654512,0.2,20.0
MDT,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,11.264132,0.426966,90,1.1079781658428112,0.75,0.9561797752808988,0.08684979709681898,0.0498264117,0.01267524728393071,1.2675
MDT,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.10867,0.516854,90,1.1079781658428112,1.1,1.0101123595505617,0.7360138044439031,0.85869242,0.25844115191935785,25.8441
MDT,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.091536,0.550562,90,1.1079781658428112,1.1,1.0303370786516854,0.7454142962186717,0.9462104816,0.32070470725265376,32.0705
MET,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.247279,0.0,90,1.247279052575397,0.85,0.7,0.6678781742654775,0.3377793866,0.14439302039554341,14.4393
MET,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.727992,0.483146,90,1.247279052575397,0.75,0.9898876404494381,0.2008841932404523,0.1416826058,0.0695934436108818,6.9593
MET,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.245689,0.52809,90,1.247279052575397,1.1,1.0168539325842696,0.6685880685679002,0.7104499451,0.2,20.0
MET,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.183043,0.52809,90,1.247279052575397,0.75,1.0168539325842696,0.18405891915254421,0.1122966215,0.03138148063289538,3.1381
MET,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.298993,0.47191,90,1.247279052575397,1.1,0.9831460674157303,0.6455809035938547,0.7330788772,0.24486013103125234,24.486
MET,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.273628,0.52809,90,1.247279052575397,1.1,1.0168539325842696,0.6563280129260285,0.8222241363,0.30977192432942713,30.9772
META,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.748525,0.0,90,1.7485251708778473,0.85,0.7,0.5003689793712993,0.2530616113,0.14956871585742126,14.9569
META,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.92644,0.561798,90,1.7485251708778473,0.75,1.0370786516853931,0.19318296532261223,0.1427464746,0.08616451697681485,8.6165
META,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.745733,0.539326,90,1.7485251708778473,1.1,1.0235955056179775,0.5010691209497177,0.5359722447,0.2,20.0
META,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.568033,0.573034,90,1.7485251708778473,0.75,1.043820224719101,0.12790941580452647,0.0801086611,0.03151926707572598,3.1519
META,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.910654,0.47191,90,1.7485251708778473,0.95,0.9831460674157303,0.4628228495152707,0.4538849083,0.21858393150316252,21.8584
META,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.813106,0.494382,90,1.7485251708778473,1.1,0.996629213483146,0.48470597120664266,0.5951448652,0.3141635685868754,31.4164
MGM,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.909031,0.0,90,1.9090306768422203,0.85,0.7,0.46317081583231207,0.2342486401,0.14026563932968533,14.0266
MGM,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.395387,0.58427,90,1.9090306768422203,0.75,1.050561797752809,0.27431928989571713,0.2053349235,0.10912399465896687,10.9124
MGM,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.911251,0.449438,90,1.9090306768422203,1.1,0.9696629213483146,0.4626949548241279,0.468847758,0.2,20.0
