symbol,model_name,prediction_col,forecast_col,model_role,min_weight,max_weight,role_multiplier,recent_mape,directional_accuracy,observation_count,naive_recent_mape,skill_vs_naive_multiplier,direction_multiplier,price_accuracy_score,raw_score,final_weight,final_weight_pct
ROP,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.589132,0.426966,90,1.4714030022857416,0.95,0.9561797752808988,0.5437346184137968,0.5186082751,0.23905869759964762,23.9059
ROP,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.546154,0.426966,90,1.4714030022857416,0.95,0.9561797752808988,0.5567451285244233,0.5664187315,0.29740990338720347,29.741
ROST,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.145954,0.011236,90,1.1459539469134896,0.85,0.7067415730337078,0.7163560103189939,0.3657862694,0.15128418511873726,15.1284
ROST,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.796923,0.426966,90,1.1459539469134896,0.75,0.9561797752808988,0.24710132011469996,0.1683447154,0.07661371610042056,7.6614
ROST,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.133497,0.595506,90,1.1459539469134896,1.1,1.0573033707865167,0.7228063062411801,0.7986156935,0.2,20.0
ROST,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,6.518517,0.404494,90,1.1459539469134896,0.75,0.9426966292134831,0.14774286105072254,0.0835660183,0.023138966032783974,2.3139
ROST,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.228505,0.505618,90,1.1459539469134896,0.95,1.003370786516854,0.6763587482629617,0.6769420127,0.22744148116188154,22.7441
ROST,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.186241,0.52809,90,1.1459539469134896,1.1,1.0168539325842696,0.6962617709199237,0.8722517125,0.3215216515861767,32.1522
RSG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,0.974398,0.0,90,0.9743982563849412,0.85,0.7,0.8167277230143392,0.4130600459,0.13970069044643968,13.9701
RSG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,2.786977,0.41573,90,0.9743982563849412,0.75,0.949438202247191,0.32927482263899366,0.2227460932,0.0783718494383207,7.8372
RSG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,0.975541,0.494382,90,0.9743982563849412,1.1,0.996629213483146,0.8159660107316856,0.8498102639,0.2,20.0
RSG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.343917,0.561798,90,0.9743982563849412,0.75,1.0370786516853931,0.27824794614117865,0.1731390029,0.03759910515708636,3.7599
RSG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.009054,0.52809,90,0.9743982563849412,1.1,1.0168539325842696,0.7942469554200028,0.9328162768,0.24257167187600867,24.2572
RSG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,0.993071,0.550562,90,0.9743982563849412,1.1,1.0303370786516854,0.8044593120503382,1.0211607652,0.3017566830821447,30.1757
RTX,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.271393,0.0,90,1.271392973519557,0.85,0.7,0.6572923744261957,0.3324256184,0.15146399054810983,15.1464
RTX,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.448194,0.483146,90,1.271392973519557,0.75,0.9898876404494381,0.21284774488891656,0.1501204383,0.07582023131955899,7.582
RTX,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.281731,0.460674,90,1.271392973519557,1.1,0.9764044943820225,0.6528563138130982,0.6661371717,0.2,20.0
RTX,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.720874,0.47191,90,1.271392973519557,0.75,0.9831460674157303,0.12545675112066187,0.0740053869,0.022588156452972442,2.2588
RTX,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.33679,0.47191,90,1.271392973519557,0.95,0.9831460674157303,0.630203109579646,0.6180327546,0.2286378970362876,22.8638
RTX,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.2914,0.483146,90,1.271392973519557,1.1,0.9898876404494381,0.6487607885571861,0.7911907526,0.32148972464307113,32.149
RVTY,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.968234,0.0,90,1.9682342410530582,0.85,0.7,0.4508090180436814,0.2279966609,0.16237339172669873,16.2373
RVTY,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.842826,0.550562,90,1.9682342410530582,0.75,1.0303370786516854,0.14098752582683807,0.1035010813,0.08101288548100832,8.1013
RVTY,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.973476,0.460674,90,1.9682342410530582,1.1,0.9764044943820225,0.4497462035519419,0.4588952541,0.2,20.0
RVTY,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.485656,0.629213,90,1.9682342410530582,0.75,1.0775280898876405,0.1144733704880266,0.0740089633,0.03647701767884617,3.6477
RVTY,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.197392,0.404494,90,1.9682342410530582,0.95,0.9426966292134831,0.40859828939216497,0.3842212695,0.22937227881149722,22.9372
RVTY,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.129134,0.426966,90,1.9682342410530582,0.95,0.9561797752808988,0.42032103675376564,0.4276242328,0.2907644263019496,29.0764
SBAC,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.66305,0.0,90,1.6630498503929247,0.85,0.7,0.5227255315874849,0.2643684376,0.14391835982661297,14.3918
SBAC,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.292546,0.52809,90,1.6630498503929247,0.75,1.0168539325842696,0.15284569240111803,0.1107379922,0.06934028846072152,6.934
SBAC,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.662172,0.561798,90,1.6630498503929247,1.1,1.0370786516853931,0.52296545119296,0.5667623387,0.2,20.0
SBAC,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.694427,0.573034,90,1.6630498503929247,0.75,1.043820224719101,0.11180145848761458,0.0700203741,0.02487512787409448,2.4875
SBAC,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.72407,0.58427,90,1.6630498503929247,1.1,1.050561797752809,0.5065677731903802,0.6146687668,0.25836450273571837,25.8365
SBAC,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.714863,0.505618,90,1.6630498503929247,1.1,1.003370786516854,0.5089414427460885,0.6291293941,0.30350172110285256,30.3502
SBUX,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.335984,0.0,90,1.3359844377184185,0.85,0.7,0.6305232108321253,0.3188871139,0.16048104896658721,16.0481
SBUX,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.635017,0.539326,90,1.3359844377184185,0.75,1.0235955056179775,0.20470758059380945,0.1492956536,0.08172470037154134,8.1725
SBUX,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.336931,0.494382,90,1.3359844377184185,1.1,0.996629213483146,0.6301472001782714,0.6562841484,0.2,20.0
SBUX,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.901073,0.505618,90,1.3359844377184185,0.75,1.003370786516854,0.1092768036196243,0.0657870914,0.022792475939466778,2.2792
SBUX,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.437492,0.460674,90,1.3359844377184185,0.95,0.9764044943820225,0.5925953423894942,0.5771662238,0.23996395920375313,23.9964
SBUX,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.412258,0.449438,90,1.3359844377184185,0.95,0.9696629213483146,0.6015913781498763,0.6206746678,0.29503781551865155,29.5038
SCHW,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.338071,0.011236,90,1.3380705147594405,0.85,0.7067415730337078,0.629694960460543,0.321535336,0.15264980054457267,15.265
SCHW,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.315491,0.47191,90,1.3380705147594405,0.75,0.9831460674157303,0.2804662759275398,0.1964642628,0.09272099870484019,9.2721
SCHW,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.33709,0.505618,90,1.3380705147594405,1.1,1.003370786516854,0.6300839692367769,0.6606572009,0.2,20.0
SCHW,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,6.76404,0.483146,90,1.3380705147594405,0.75,0.9898876404494381,0.14257117989211887,0.0846776693,0.02703325231564327,2.7033
SCHW,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.444762,0.337079,90,1.3380705147594405,0.95,0.902247191011236,0.5900533030754763,0.5310430004,0.20953489079842846,20.9535
SCHW,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.374313,0.47191,90,1.3380705147594405,1.1,0.9831460674157303,0.6156447814283048,0.7456910948,0.31806105763651543,31.8061
SHW,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.313647,0.0,90,1.313647485114094,0.85,0.7,0.6395303350147578,0.3234424669,0.14945788707208268,14.9458
SHW,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.976042,0.41573,90,1.313647485114094,0.75,0.949438202247191,0.19134938591286146,0.1294430221,0.06980346055020255,6.9803
SHW,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.32187,0.460674,90,1.313647485114094,1.1,0.9764044943820225,0.6361848987635915,0.6491266152,0.2,20.0
SHW,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.024572,0.460674,90,1.313647485114094,0.75,0.9764044943820225,0.18958886042131745,0.1110692492,0.03415356354663597,3.4154
SHW,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.400008,0.483146,90,1.313647485114094,0.95,0.9898876404494381,0.6060577718762931,0.598429275,0.22401575965341486,22.4016
SHW,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.348621,0.539326,90,1.313647485114094,1.1,1.0235955056179775,0.6255393307354405,0.788848673,0.32256932917766395,32.2569
SJM,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.222103,0.0,90,1.2221032509232108,0.85,0.7,0.6793001777374398,0.3435560649,0.14162290752726792,14.1623
SJM,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.497082,0.404494,90,1.2221032509232108,0.75,0.9426966292134831,0.17400134164274764,0.1168717157,0.06116849766019265,6.1168
SJM,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.216421,0.573034,90,1.2221032509232108,1.1,1.043820224719101,0.6819322082984752,0.7438462893,0.2,20.0
SJM,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,4.832669,0.438202,90,1.2221032509232108,0.75,0.9629213483146066,0.1967470218704715,0.1136711445,0.030314937879368238,3.0315
SJM,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.237858,0.550562,90,1.2221032509232108,1.1,1.0303370786516854,0.6721069667937912,0.7998337217,0.2533075168966225,25.3308
SJM,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.218236,0.573034,90,1.2221032509232108,1.1,1.043820224719101,0.6810895315959179,0.8758719544,0.3135861400365486,31.3586
SLB,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.619018,0.011236,90,1.6190181716486869,0.85,0.7067415730337078,0.5350402768518222,0.273202687,0.16459221100952276,16.4592
SLB,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.885598,0.505618,90,1.6190181716486869,0.75,1.003370786516854,0.14014242638080904,0.1001880568,0.07202290641383685,7.2023
SLB,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.619422,0.47191,90,1.6190181716486869,1.1,0.9831460674157303,0.5349247948915349,0.5495751228,0.2,20.0
SLB,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.86265,0.47191,90,1.6190181716486869,0.75,0.9831460674157303,0.07626223503238228,0.0449861499,0.018869003216272606,1.8869
SLB,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.753857,0.449438,90,1.6190181716486869,0.95,0.9696629213483146,0.4990375919517028,0.4826885037,0.2424590002127912,24.2459
SLB,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.725903,0.47191,90,1.6190181716486869,0.95,0.9831460674157303,0.5060977713047645,0.5294123877,0.3020568791475765,30.2057
SLG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.212709,0.011236,90,2.212709090170345,0.85,0.7067415730337078,0.4060568923838383,0.2073410898,0.146569578809843,14.657
SLG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.950309,0.494382,90,2.212709090170345,0.75,0.996629213483146,0.13888293548136454,0.0986205384,0.0759327375368769,7.5933
SLG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.220169,0.494382,90,2.212709090170345,1.1,0.996629213483146,0.4048305955269651,0.4216219679,0.2,20.0
SLG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.015569,0.438202,90,2.212709090170345,0.75,0.9629213483146066,0.08152903499563736,0.047103629,0.021938621122154948,2.1939
SLG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.305098,0.494382,90,2.212709090170345,1.1,0.996629213483146,0.39137447691108807,0.4505137989,0.24982781489956832,24.9828
SLG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.266285,0.483146,90,2.212709090170345,1.1,0.9898876404494381,0.39741120872858543,0.4846594906,0.30573124763155685,30.5731
SMCI,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,4.119838,0.022472,90,4.119837590250345,0.85,0.7134831460674157,0.22884145676972648,0.1179658425,0.15627293587144062,15.6273
SMCI,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,10.30922,0.595506,90,4.119837590250345,0.75,1.0573033707865167,0.0947039664224459,0.0713432113,0.09427159218863143,9.4272
SMCI,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,4.135552,0.47191,90,4.119837590250345,1.1,0.9831460674157303,0.2280214497861684,0.2342664193,0.2,20.0
SMCI,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,22.498403,0.539326,90,4.119837590250345,0.75,1.0235955056179775,0.04395912893297823,0.0269978201,0.024321765869089344,2.4322
SMCI,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,4.3484,0.370787,90,4.119837590250345,0.95,0.9224719101123595,0.21746692449579452,0.2001056114,0.22027091870701712,22.0271
SMCI,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,4.303157,0.370787,90,4.119837590250345,1.1,0.9224719101123595,0.21962780787995848,0.2496037956,0.30486278736382144,30.4863
SNA,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.069588,0.0,90,1.0695884977868555,0.85,0.7,0.7578120009966345,0.3832634195,0.1414786241846469,14.1479
SNA,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.036887,0.505618,90,1.0695884977868555,0.75,1.003370786516854,0.3042392539803788,0.2175011554,0.08191391989186358,8.1914
SNA,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.073138,0.47191,90,1.0695884977868555,1.1,0.9831460674157303,0.7557789220897734,0.7764779235,0.2,20.0
SNA,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.991972,0.573034,90,1.0695884977868555,0.75,1.043820224719101,0.23573942787433777,0.1476417495,0.03523963789261298,3.524
SNA,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.114921,0.494382,90,1.0695884977868555,1.1,0.996629213483146,0.7326431846536166,0.843350509,0.24129378475674804,24.1294
SNA,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.099689,0.516854,90,1.0695884977868555,1.1,1.0101123595505617,0.7409111928452118,0.9220331776,0.30007403327412846,30.0074
SNPS,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.995741,0.0,90,1.995740568823246,0.85,0.7,0.44528740936625366,0.2252041073,0.14595193577617682,14.5952
